run_id,agent_id,timestamp,task_category,user_query,query_length_tokens,prompt_complexity_score,domain,planner_type,model_name,memory_enabled,memory_tokens_used,tool_count_available,selected_tools,reasoning_steps,tool_calls_made,latency_seconds,input_tokens,output_tokens,total_tokens,estimated_cost_usd,retrieval_hits,retrieval_quality_score,context_relevance_score,hallucination_risk_score,final_success,failure_type,failure_reason,answer_quality_score,user_satisfaction_score
run_0036919,agent_002,2026-03-31 22:32:39,customer_support,Help resolve this tech_support customer issue end to end,41,4,tech_support,Plan-and-Execute,gpt-4o,True,206,28,chart_gen;file_reader;code_exec;crm_lookup;email_send,4,3,1.22,1432,86,1518,0.00444,5.0,0.5835,0.6363,0.3574,True,Success,completed within budget,0.5966,4.0
run_0036920,agent_023,2026-01-24 10:04:45,customer_support,Help resolve this travel customer issue end to end,94,5,travel,Tree-of-Thought,gemini-flash,True,242,35,chart_gen,8,7,1.48,662,54,716,6.6e-05,0.0,,0.5621,0.5665,True,Success,goal satisfied,0.6096,3.0
run_0036921,agent_030,2026-01-19 01:48:36,multi_step_workflow,Run the full general workflow across the connected tools,33,6,general,ReAct,gpt-4o-mini,True,152,21,file_reader;calculator;code_exec;chart_gen;web_search;api_call;rag_retrieve,4,5,0.8,1968,84,2052,0.000346,8.0,0.616,0.5959,,True,Success,resolved on first attempt,0.2965,3.0
run_0036922,agent_018,2026-03-18 16:59:02,research_qa,What does the latest travel research say about this question?,73,6,travel,ReAct,llama-3.3-70b,True,769,16,sql_query;email_send,6,7,1.99,2356,41,2397,0.001422,6.0,0.82,0.6743,0.4063,True,Success,completed within budget,0.7469,
run_0036923,agent_043,2026-01-27 12:01:14,data_analysis,Analyze the healthcare data and summarize the main trends,55,3,healthcare,Reflexion,claude-sonnet,True,140,14,email_send;api_call,2,1,1.22,1165,53,1218,0.00429,4.0,0.6024,0.6481,0.2884,True,Success,goal satisfied,0.7191,4.0
run_0036924,agent_040,2026-02-15 10:09:54,research_qa,What does the latest education research say about this question?,24,3,education,Single-shot,gpt-4o-mini,True,246,6,rag_retrieve,2,2,1.69,2721,54,2775,0.000441,11.0,0.7209,0.7126,0.2246,True,Success,resolved on first attempt,0.6548,5.0
run_0036925,agent_008,2026-02-20 07:26:05,multi_step_workflow,Run the full education workflow across the connected tools,36,2,education,Single-shot,qwen2.5-7b,True,412,17,chart_gen;email_send,2,2,0.86,801,48,849,0.00017,0.0,,0.5875,0.0873,True,Success,resolved on first attempt,0.6723,5.0
run_0036926,agent_009,2026-03-06 16:39:33,customer_support,Help resolve this healthcare customer issue end to end,43,7,healthcare,ReAct,gpt-4o,False,0,14,rag_retrieve;email_send;calculator;code_exec;vector_search;file_reader;calendar;api_call,5,3,2.45,2103,100,2203,0.006258,9.0,0.7729,0.8567,0.5389,False,Timeout,run cancelled at the latency ceiling,0.2502,2.0
run_0036927,agent_006,2026-03-14 06:46:54,customer_support,Help resolve this tech_support customer issue end to end,59,3,tech_support,ReAct,claude-sonnet,True,304,5,,4,0,1.07,679,38,717,0.002607,0.0,,0.423,0.3657,True,Success,goal satisfied,0.5957,4.0
run_0036928,agent_034,2026-01-07 22:52:24,data_analysis,Analyze the general data and summarize the main trends,109,5,general,Single-shot,claude-sonnet,True,226,38,chart_gen;api_call;file_reader;calendar;crm_lookup,7,8,0.62,657,33,690,0.002466,0.0,,0.5897,0.4645,True,Success,resolved on first attempt,0.7747,4.0
run_0036929,agent_026,2026-01-19 01:19:20,data_analysis,Analyze the education data and summarize the main trends,46,7,education,Tree-of-Thought,gpt-4o,True,166,38,,10,0,12.83,504,99,603,0.00225,0.0,,,0.4766,True,Success,goal satisfied,0.555,4.0
run_0036930,agent_043,2026-02-02 15:06:32,customer_support,Help resolve this education customer issue end to end,63,7,education,Reflexion,llama-3.3-70b,True,243,33,email_send;web_search;rag_retrieve;vector_search,4,3,1.58,1495,51,1546,0.000922,5.0,0.4145,0.422,0.639,False,API Error,malformed provider response,,
run_0036931,agent_009,2026-02-12 13:33:18,customer_support,Help resolve this ecommerce customer issue end to end,70,2,ecommerce,Plan-and-Execute,gemini-flash,False,0,34,code_exec;calendar;crm_lookup,3,3,0.67,366,99,465,5.7e-05,0.0,,0.341,0.3866,False,Tool Failure,tool returned a non-200 status,0.2165,3.0
run_0036932,agent_012,2026-02-20 23:36:06,research_qa,What does the latest ecommerce research say about this question?,112,8,ecommerce,Plan-and-Execute,gemini-flash,True,945,28,crm_lookup;vector_search;rag_retrieve;web_search;sql_query;code_exec;file_reader,3,1,1.3,1992,66,2058,0.000169,3.0,0.406,0.297,0.733,True,Success,completed within budget,0.2931,3.0
run_0036933,agent_018,2026-03-30 04:39:08,summarization,Summarize these education documents into a short brief,85,4,education,ReAct,claude-sonnet,True,208,29,email_send;vector_search;calculator;crm_lookup,5,2,1.71,908,81,989,0.003939,2.0,0.4623,0.5353,0.4436,True,Success,resolved on first attempt,0.59,4.0
run_0036934,agent_026,2026-01-04 03:20:36,research_qa,What does the latest legal research say about this question?,53,6,legal,ReAct,gemini-flash,True,193,9,crm_lookup;code_exec;sql_query,4,4,1.43,561,45,606,5.6e-05,0.0,,0.4978,0.4955,True,Success,goal satisfied,0.4939,3.0
run_0036935,agent_033,2026-01-28 10:51:23,summarization,Summarize these ecommerce documents into a short brief,30,10,ecommerce,Single-shot,qwen2.5-7b,False,0,33,vector_search;email_send;sql_query,3,3,0.99,1532,58,1590,0.000318,7.0,0.5688,0.5391,0.7875,False,Hallucination,fabricated a numeric value,0.1551,2.0
run_0036936,agent_012,2026-02-22 18:46:44,research_qa,What does the latest general research say about this question?,60,7,general,Plan-and-Execute,qwen2.5-7b,False,0,23,calculator;file_reader;api_call;web_search,3,3,0.76,682,146,828,0.000166,2.0,0.4051,0.3599,0.6032,True,Success,goal satisfied,0.374,3.0
run_0036937,agent_005,2026-03-28 18:16:40,customer_support,Help resolve this legal customer issue end to end,69,5,legal,ReAct,claude-sonnet,True,257,12,calendar;chart_gen;email_send;code_exec;vector_search,6,4,2.55,1377,70,1447,0.005181,4.0,0.5455,0.6305,0.5932,True,Success,completed within budget,0.5855,4.0
run_0036938,agent_028,2026-02-20 05:13:09,code_generation,Write and debug a travel script for this task,33,4,travel,Plan-and-Execute,llama-3.3-70b,True,749,12,rag_retrieve,5,3,4.73,3116,113,3229,0.001928,12.0,0.7951,0.7049,0.3421,False,Tool Failure,tool returned a non-200 status,0.2556,2.0
run_0036939,agent_015,2026-02-07 09:56:11,planning,Draft a step-by-step plan for this healthcare objective,113,5,healthcare,ReAct,gpt-4o-mini,True,177,32,web_search;sql_query;chart_gen,9,7,5.18,1651,123,1774,0.000321,5.0,0.3848,0.3683,0.5658,True,Success,goal satisfied,0.224,3.0
run_0036940,agent_002,2026-02-17 00:19:03,research_qa,What does the latest legal research say about this question?,44,6,legal,ReAct,gpt-4o-mini,True,222,12,crm_lookup;calculator;chart_gen;sql_query,3,2,1.11,576,54,630,0.000119,0.0,,0.6051,0.4295,True,Success,resolved on first attempt,,3.0
run_0036941,agent_013,2026-03-06 01:31:40,research_qa,What does the latest finance research say about this question?,62,6,finance,Plan-and-Execute,gpt-4o,True,384,7,sql_query;crm_lookup;code_exec,9,7,3.45,1978,88,2066,0.005825,6.0,0.5187,0.6754,0.5968,True,Success,completed within budget,0.4939,3.0
run_0036942,agent_031,2026-01-17 23:07:24,multi_step_workflow,Run the full education workflow across the connected tools,71,4,education,Single-shot,gpt-4o-mini,True,342,12,sql_query;vector_search,7,6,2.77,1353,67,1420,0.000243,4.0,0.5574,0.6743,0.2866,False,Planning Error,chose an incoherent action sequence,0.2888,3.0
run_0036943,agent_020,2026-03-10 13:11:06,multi_step_workflow,Run the full general workflow across the connected tools,20,3,general,ReAct,gemini-flash,True,92,17,calendar;email_send,4,5,1.88,1355,73,1428,0.000124,5.0,0.4882,0.5616,0.518,True,Success,completed within budget,0.6324,4.0
run_0036944,agent_012,2026-01-15 14:11:48,data_analysis,Analyze the travel data and summarize the main trends,64,4,travel,ReAct,llama-3.3-70b,False,0,23,calculator;sql_query;rag_retrieve,5,6,1.37,1371,96,1467,0.000885,6.0,0.5128,0.4487,0.5754,False,Timeout,step budget exhausted before completion,0.5464,3.0
run_0036945,agent_039,2026-01-23 14:14:23,multi_step_workflow,Run the full legal workflow across the connected tools,131,5,legal,Plan-and-Execute,llama-3.3-70b,False,0,13,api_call;calendar,7,5,1.62,434,77,511,0.000317,0.0,,0.643,,True,Success,completed within budget,0.4111,3.0
run_0036946,agent_039,2026-03-04 12:28:32,summarization,Summarize these legal documents into a short brief,43,5,legal,Tree-of-Thought,gpt-4o-mini,True,257,7,code_exec;sql_query;vector_search;file_reader,5,0,1.67,1983,47,2030,0.000326,7.0,0.5467,0.5055,0.2738,True,Success,resolved on first attempt,0.6079,4.0
run_0036947,agent_050,2026-02-01 07:22:15,summarization,Summarize these finance documents into a short brief,107,10,finance,ReAct,llama-3.3-70b,True,73,35,calendar;api_call;email_send;web_search;vector_search;sql_query;calculator,8,8,0.81,1076,75,1151,0.000694,3.0,0.4488,0.3026,,False,Planning Error,skipped a required precondition,0.1711,2.0
run_0036948,agent_016,2026-01-26 05:04:40,research_qa,What does the latest tech_support research say about this question?,349,8,tech_support,Single-shot,gpt-4o-mini,False,0,35,rag_retrieve;sql_query;calculator,4,1,1.49,1316,76,1392,0.000243,3.0,0.2176,0.3489,0.7747,True,Success,completed within budget,0.6088,4.0
run_0036949,agent_019,2026-01-17 20:58:52,extraction,Extract the structured fields from these tech_support records,63,8,tech_support,Plan-and-Execute,llama-3.3-70b,False,0,33,vector_search;file_reader;chart_gen,13,5,1.48,898,153,1051,0.000651,3.0,0.5167,0.3412,,False,Planning Error,looped without making progress,0.0713,1.0
run_0036950,agent_001,2026-01-09 04:22:29,summarization,Summarize these finance documents into a short brief,146,3,finance,ReAct,gpt-4o-mini,True,495,20,file_reader;calculator;crm_lookup,6,2,1.49,939,195,1134,0.000258,0.0,,0.4178,0.4191,True,Success,completed within budget,0.5013,4.0
run_0036951,agent_034,2026-02-07 22:07:04,multi_step_workflow,Run the full general workflow across the connected tools,48,9,general,Tree-of-Thought,llama-3.3-70b,True,161,6,code_exec;email_send;rag_retrieve;chart_gen,7,6,1.51,1565,48,1613,0.000961,6.0,0.4678,0.584,0.6638,True,Success,resolved on first attempt,0.4932,4.0
run_0036952,agent_010,2026-01-01 19:42:49,data_analysis,Analyze the general data and summarize the main trends,52,3,general,ReAct,llama-3.3-70b,True,966,10,file_reader;chart_gen,4,3,1.25,1398,49,1447,0.000864,0.0,,0.3017,0.469,True,Success,goal satisfied,0.7202,4.0
run_0036953,agent_040,2026-02-19 09:43:11,summarization,Summarize these ecommerce documents into a short brief,138,4,ecommerce,ReAct,gemini-flash,True,156,37,api_call;email_send;file_reader,6,2,0.98,630,48,678,6.2e-05,0.0,,0.6785,0.4528,True,Success,goal satisfied,0.3208,3.0
run_0036954,agent_047,2026-01-11 08:17:58,multi_step_workflow,Run the full tech_support workflow across the connected tools,64,4,tech_support,ReAct,gpt-4o,True,180,24,code_exec,2,1,0.51,570,100,670,0.002425,0.0,,0.4475,0.4822,True,Success,goal satisfied,0.4956,4.0
run_0036955,agent_025,2026-01-05 22:01:00,multi_step_workflow,Run the full education workflow across the connected tools,32,3,education,ReAct,claude-sonnet,False,0,9,crm_lookup;sql_query;file_reader,5,2,1.62,333,120,453,0.002799,0.0,,0.3392,0.4251,True,Success,goal satisfied,0.5854,4.0
run_0036956,agent_029,2026-01-07 05:13:59,research_qa,What does the latest education research say about this question?,47,2,education,Plan-and-Execute,llama-3.3-70b,True,211,38,web_search;file_reader,3,1,1.06,544,59,603,0.000368,0.0,,0.5311,0.3816,True,Success,completed within budget,,4.0
run_0036957,agent_016,2026-03-16 22:07:17,summarization,Summarize these education documents into a short brief,115,6,education,ReAct,gemini-flash,True,280,20,crm_lookup;sql_query;email_send,10,5,1.86,734,75,809,7.8e-05,0.0,,0.6674,0.7231,False,API Error,upstream provider 5xx,0.1372,2.0
run_0036958,agent_035,2026-03-28 11:07:14,research_qa,What does the latest education research say about this question?,77,3,education,Reflexion,llama-3.3-70b,True,62,14,sql_query;calculator;chart_gen;email_send,7,5,0.94,426,197,623,0.000407,0.0,,0.4825,0.289,False,Tool Failure,tool returned a non-200 status,0.4386,3.0
run_0036959,agent_031,2026-03-02 19:02:19,code_generation,Write and debug a general script for this task,56,3,general,ReAct,gemini-flash,False,0,6,rag_retrieve;crm_lookup,1,0,0.93,845,33,878,7.3e-05,3.0,0.7852,,0.3916,True,Success,resolved on first attempt,0.5477,4.0
run_0036960,agent_027,2026-03-14 15:25:24,code_generation,Write and debug a education script for this task,80,5,education,ReAct,claude-sonnet,False,0,38,sql_query;vector_search,2,1,1.39,1211,39,1250,0.004218,4.0,0.4518,0.58,0.5981,True,Success,goal satisfied,0.8053,4.0
run_0036961,agent_040,2026-01-17 18:29:13,research_qa,What does the latest general research say about this question?,187,4,general,Single-shot,gpt-4o-mini,True,1107,20,calendar;rag_retrieve;email_send;file_reader,7,2,2.11,2151,105,2256,0.000386,4.0,,0.4388,0.4553,True,Success,goal satisfied,0.597,4.0
run_0036962,agent_016,2026-01-06 23:21:56,multi_step_workflow,Run the full education workflow across the connected tools,18,8,education,Tree-of-Thought,llama-3.3-70b,True,412,7,chart_gen;email_send;api_call;web_search;sql_query,8,9,2.33,1929,49,1978,0.001177,6.0,0.6233,0.5642,0.5559,True,Success,completed within budget,0.4031,4.0
run_0036963,agent_004,2026-02-22 10:22:53,summarization,Summarize these education documents into a short brief,76,3,education,Plan-and-Execute,qwen2.5-7b,True,363,4,web_search;code_exec,6,6,0.81,714,91,805,0.000161,0.0,,0.3544,0.424,True,Success,goal satisfied,0.6715,5.0
run_0036964,agent_044,2026-02-24 07:37:30,multi_step_workflow,Run the full travel workflow across the connected tools,43,3,travel,Plan-and-Execute,gpt-4o-mini,False,0,30,vector_search;web_search,4,2,1.55,2140,48,2188,0.00035,9.0,0.4461,0.423,0.5915,True,Success,goal satisfied,,4.0
run_0036965,agent_009,2026-01-12 11:50:43,research_qa,What does the latest ecommerce research say about this question?,95,3,ecommerce,Plan-and-Execute,gemini-flash,False,0,38,api_call,5,5,1.43,1287,36,1323,0.000107,5.0,0.8909,0.8675,0.2532,True,Success,goal satisfied,0.3365,3.0
run_0036966,agent_024,2026-03-19 07:40:33,planning,Draft a step-by-step plan for this tech_support objective,51,3,tech_support,Single-shot,llama-3.3-70b,True,187,38,,3,0,1.48,540,48,588,0.000357,0.0,,0.5467,0.5043,True,Success,goal satisfied,,5.0
run_0036967,agent_017,2026-01-24 05:46:45,data_analysis,Analyze the travel data and summarize the main trends,14,2,travel,Tree-of-Thought,gpt-4o,False,0,31,sql_query;web_search;vector_search,2,1,1.57,2296,84,2380,0.00658,10.0,0.6952,0.5119,0.4713,True,Success,goal satisfied,0.7493,4.0
run_0036968,agent_023,2026-03-01 18:05:55,data_analysis,Analyze the finance data and summarize the main trends,57,8,finance,Reflexion,gpt-4o,True,206,16,calculator;crm_lookup;rag_retrieve;api_call,7,10,1.38,1593,63,1656,0.004612,5.0,0.3408,0.399,0.562,True,Success,goal satisfied,0.1959,3.0
run_0036969,agent_018,2026-03-07 09:34:07,customer_support,Help resolve this finance customer issue end to end,67,4,finance,Plan-and-Execute,llama-3.3-70b,False,0,30,crm_lookup;calculator;code_exec,2,2,0.89,752,35,787,0.000471,2.0,0.5679,0.5755,0.3796,False,API Error,upstream provider 5xx,0.3869,3.0
run_0036970,agent_022,2026-03-14 07:11:32,multi_step_workflow,Run the full ecommerce workflow across the connected tools,97,5,ecommerce,Plan-and-Execute,gemini-flash,False,0,32,email_send;file_reader,3,0,1.06,727,90,817,8.2e-05,2.0,0.2212,,0.5586,True,Success,goal satisfied,0.6312,3.0
run_0036971,agent_005,2026-02-06 04:46:18,research_qa,What does the latest finance research say about this question?,84,2,finance,ReAct,gemini-flash,True,168,10,code_exec,1,0,0.54,2432,71,2503,0.000204,11.0,0.9113,0.9284,0.2533,False,Planning Error,chose an incoherent action sequence,0.6898,4.0
run_0036972,agent_008,2026-02-02 06:27:10,data_analysis,Analyze the finance data and summarize the main trends,61,5,finance,Single-shot,claude-sonnet,True,115,12,email_send;code_exec,3,2,0.92,497,47,544,0.002196,0.0,,0.5726,0.4568,False,Retrieval Failure,index returned empty results,0.4727,3.0
run_0036973,agent_032,2026-02-03 02:23:20,extraction,Extract the structured fields from these legal records,46,7,legal,Single-shot,gpt-4o,True,95,12,chart_gen;calendar;vector_search;sql_query;crm_lookup;api_call,5,3,1.0,871,18,889,0.002358,2.0,0.34,0.451,0.5899,True,Success,resolved on first attempt,0.4899,3.0
run_0036974,agent_043,2026-02-28 14:40:55,extraction,Extract the structured fields from these healthcare records,38,6,healthcare,Tree-of-Thought,llama-3.3-70b,True,318,12,chart_gen;web_search;calculator;rag_retrieve;calendar,6,3,2.64,1215,32,1247,0.000742,3.0,0.4034,0.286,0.5869,True,Success,resolved on first attempt,0.1228,3.0
run_0036975,agent_045,2026-03-07 12:39:14,data_analysis,Analyze the healthcare data and summarize the main trends,80,4,healthcare,ReAct,gpt-4o,False,0,32,chart_gen;sql_query;email_send;api_call;web_search,2,0,0.97,1747,77,1824,0.005138,8.0,0.6968,0.6429,0.4583,False,API Error,rate limit exceeded,0.3125,3.0
run_0036976,agent_043,2026-02-07 15:17:43,data_analysis,Analyze the legal data and summarize the main trends,45,5,legal,Plan-and-Execute,gemini-flash,True,376,32,vector_search;code_exec,8,7,4.06,1751,53,1804,0.000147,6.0,0.595,,0.5296,True,Success,completed within budget,,4.0
run_0036977,agent_026,2026-02-01 16:49:54,code_generation,Write and debug a general script for this task,107,7,general,Plan-and-Execute,llama-3.3-70b,True,181,4,chart_gen;crm_lookup;sql_query;calculator,11,3,1.71,586,107,693,0.00043,0.0,,0.4347,0.4957,True,Success,completed within budget,0.4557,4.0
run_0036978,agent_013,2026-03-20 04:00:52,extraction,Extract the structured fields from these ecommerce records,32,4,ecommerce,Single-shot,gemini-flash,True,389,24,chart_gen;rag_retrieve;calendar;email_send,6,5,1.38,1762,41,1803,0.000144,5.0,0.8356,0.8936,,True,Success,goal satisfied,0.6487,4.0
run_0036979,agent_042,2026-02-06 16:24:58,research_qa,What does the latest healthcare research say about this question?,48,7,healthcare,Tree-of-Thought,llama-3.3-70b,True,159,25,sql_query;vector_search;api_call;web_search,10,9,3.16,1621,135,1756,0.001063,6.0,0.4893,0.6664,0.5148,False,Context Overflow,truncation dropped critical context,0.1179,1.0
run_0036980,agent_037,2026-01-30 17:59:20,planning,Draft a step-by-step plan for this legal objective,98,6,legal,ReAct,qwen2.5-7b,True,220,19,web_search,7,5,2.53,648,35,683,0.000137,0.0,,0.3356,0.4747,True,Success,resolved on first attempt,0.6481,4.0
run_0036981,agent_011,2026-02-05 02:44:42,code_generation,Write and debug a general script for this task,67,4,general,ReAct,llama-3.3-70b,True,79,15,web_search;code_exec,1,3,0.79,463,131,594,0.000377,0.0,,0.4776,0.3239,True,Success,resolved on first attempt,0.5087,3.0
run_0036982,agent_031,2026-03-19 18:01:05,data_analysis,Analyze the ecommerce data and summarize the main trends,89,5,ecommerce,Plan-and-Execute,claude-sonnet,True,86,34,api_call;calculator;rag_retrieve,1,0,3.24,1570,89,1659,0.006045,6.0,0.6571,0.6194,0.3642,True,Success,goal satisfied,0.5705,4.0
run_0036983,agent_026,2026-03-18 06:40:01,research_qa,What does the latest finance research say about this question?,100,3,finance,Single-shot,gpt-4o-mini,False,0,10,web_search;rag_retrieve;sql_query;email_send,6,8,1.18,1143,61,1204,0.000208,4.0,0.8346,0.7518,0.4672,True,Success,completed within budget,0.4572,3.0
run_0036984,agent_024,2026-03-23 23:34:11,multi_step_workflow,Run the full travel workflow across the connected tools,92,6,travel,Plan-and-Execute,gpt-4o,True,280,33,calculator;crm_lookup;calendar;code_exec;chart_gen;email_send,6,6,1.64,2515,156,2671,0.007848,9.0,0.3927,0.2442,0.5491,True,Success,completed within budget,0.373,3.0
run_0036985,agent_011,2026-02-06 09:24:04,code_generation,Write and debug a legal script for this task,56,5,legal,Plan-and-Execute,gemini-flash,False,0,25,rag_retrieve;web_search;api_call;crm_lookup;vector_search;email_send,8,10,1.14,1358,107,1465,0.000134,5.0,0.3267,0.3025,0.6938,True,Success,resolved on first attempt,0.5485,4.0
run_0036986,agent_038,2026-03-15 22:50:22,research_qa,What does the latest general research say about this question?,46,2,general,ReAct,claude-sonnet,True,267,13,calendar,2,2,1.01,639,46,685,0.002607,0.0,,0.5552,0.336,True,Success,resolved on first attempt,0.6789,4.0
run_0036987,agent_041,2026-02-02 20:23:38,customer_support,Help resolve this ecommerce customer issue end to end,187,6,ecommerce,Plan-and-Execute,gpt-4o,False,0,6,file_reader,4,0,1.42,1148,43,1191,0.0033,4.0,0.6192,0.7622,0.6092,True,Success,resolved on first attempt,0.3069,3.0
run_0036988,agent_028,2026-02-10 18:40:13,research_qa,What does the latest finance research say about this question?,31,3,finance,ReAct,claude-sonnet,False,0,39,file_reader;calculator;api_call,5,3,1.58,1577,85,1662,0.006006,6.0,0.7865,0.7396,0.3632,True,Success,goal satisfied,0.5561,4.0
run_0036989,agent_026,2026-03-12 19:27:42,data_analysis,Analyze the education data and summarize the main trends,100,7,education,ReAct,gpt-4o-mini,False,0,3,sql_query;calendar;crm_lookup,5,6,1.91,1391,91,1482,0.000263,5.0,0.4477,0.4278,0.7941,False,Planning Error,skipped a required precondition,0.2684,3.0
run_0036990,agent_038,2026-01-12 10:04:40,data_analysis,Analyze the healthcare data and summarize the main trends,112,6,healthcare,Single-shot,gemini-flash,True,264,10,rag_retrieve;crm_lookup;api_call,8,4,2.5,2852,75,2927,0.000236,13.0,0.6173,0.5549,0.2213,True,Success,goal satisfied,0.385,3.0
run_0036991,agent_030,2026-02-19 22:32:13,research_qa,What does the latest legal research say about this question?,165,7,legal,ReAct,llama-3.3-70b,False,0,29,calendar;file_reader;calculator,8,1,1.58,482,157,639,0.000408,0.0,,0.4318,0.7125,True,Success,completed within budget,0.456,4.0
run_0036992,agent_038,2026-03-07 19:11:04,multi_step_workflow,Run the full tech_support workflow across the connected tools,33,3,tech_support,ReAct,gpt-4o,False,0,35,chart_gen,9,7,1.19,334,82,416,0.001655,0.0,,0.3169,0.4546,True,Success,resolved on first attempt,0.9155,5.0
run_0036993,agent_010,2026-03-20 21:54:25,extraction,Extract the structured fields from these finance records,36,5,finance,Plan-and-Execute,gemini-flash,True,182,33,file_reader;web_search;code_exec,2,3,2.88,2460,42,2502,0.000197,11.0,0.922,0.7522,0.3559,True,Success,goal satisfied,0.5647,4.0
run_0036994,agent_010,2026-03-29 22:22:37,research_qa,What does the latest travel research say about this question?,56,5,travel,ReAct,gpt-4o,False,0,29,vector_search;email_send,1,1,0.76,895,35,930,0.002588,3.0,0.8441,0.9705,0.3837,True,Success,goal satisfied,0.4551,3.0
run_0036995,agent_019,2026-01-28 20:49:00,data_analysis,Analyze the education data and summarize the main trends,32,3,education,Reflexion,gemini-flash,True,154,3,chart_gen;sql_query;code_exec,7,4,1.6,476,60,536,5.4e-05,0.0,,0.5344,0.3741,True,Success,resolved on first attempt,0.5358,4.0
run_0036996,agent_050,2026-01-14 08:42:09,research_qa,What does the latest education research say about this question?,42,4,education,Plan-and-Execute,gpt-4o-mini,True,1090,29,rag_retrieve;sql_query;web_search,4,2,0.91,1892,38,1930,0.000307,3.0,0.2142,0.1498,0.7366,True,Success,resolved on first attempt,0.5035,4.0
run_0036997,agent_041,2026-02-08 02:11:49,summarization,Summarize these general documents into a short brief,45,3,general,Plan-and-Execute,llama-3.3-70b,True,186,11,rag_retrieve;sql_query;vector_search,3,1,1.34,1944,26,1970,0.001168,7.0,0.6895,0.6225,0.2473,True,Success,goal satisfied,0.5452,4.0
run_0036998,agent_030,2026-03-21 04:09:57,data_analysis,Analyze the general data and summarize the main trends,48,2,general,Single-shot,claude-sonnet,True,642,32,rag_retrieve,2,1,2.17,2853,12,2865,0.008739,11.0,0.7119,0.6517,0.199,True,Success,goal satisfied,0.8213,4.0
run_0036999,agent_035,2026-02-07 06:51:13,data_analysis,Analyze the finance data and summarize the main trends,125,7,finance,Plan-and-Execute,gpt-4o,True,580,15,calendar;file_reader;web_search;email_send;sql_query;crm_lookup;vector_search,16,9,4.67,1796,250,2046,0.00699,4.0,0.272,0.1414,0.7481,True,Success,resolved on first attempt,0.1939,2.0
run_0037000,agent_008,2026-02-16 17:48:49,extraction,Extract the structured fields from these ecommerce records,41,4,ecommerce,Plan-and-Execute,llama-3.3-70b,True,206,34,crm_lookup;code_exec;file_reader,5,6,0.63,1098,175,1273,0.000786,3.0,0.4419,0.5766,0.4092,True,Success,completed within budget,0.5397,4.0
run_0037001,agent_004,2026-01-11 06:44:50,research_qa,What does the latest general research say about this question?,137,9,general,Reflexion,gpt-4o-mini,False,0,24,vector_search;file_reader;calendar;calculator;rag_retrieve;crm_lookup;email_send;chart_gen;code_exec;web_search,8,7,2.36,809,228,1037,0.000258,2.0,0.4195,0.5521,0.752,True,Success,resolved on first attempt,0.4555,3.0
run_0037002,agent_033,2026-01-28 01:55:41,research_qa,What does the latest finance research say about this question?,56,4,finance,ReAct,gpt-4o,True,579,25,sql_query;web_search;email_send;vector_search;crm_lookup,4,4,1.85,2553,68,2621,0.007062,8.0,0.817,0.7175,0.2626,True,Success,completed within budget,0.6982,4.0
run_0037003,agent_015,2026-03-30 22:10:14,data_analysis,Analyze the travel data and summarize the main trends,54,5,travel,ReAct,claude-sonnet,True,211,24,vector_search;api_call;calendar,7,3,1.48,2315,83,2398,0.00819,10.0,0.7106,0.6255,0.4763,True,Success,goal satisfied,0.4922,3.0
run_0037004,agent_013,2026-01-27 22:40:36,research_qa,What does the latest general research say about this question?,43,8,general,Plan-and-Execute,llama-3.3-70b,False,0,23,calendar;api_call,11,6,3.86,346,147,493,0.00032,0.0,,,0.5734,True,Success,goal satisfied,0.2832,3.0
run_0037005,agent_004,2026-01-22 11:31:21,research_qa,What does the latest general research say about this question?,98,4,general,Reflexion,gemini-flash,False,0,34,calculator;api_call,4,3,2.35,408,48,456,4.5e-05,0.0,,0.5865,0.5004,True,Success,resolved on first attempt,0.6026,4.0
run_0037006,agent_014,2026-03-24 19:05:20,research_qa,What does the latest tech_support research say about this question?,34,4,tech_support,Reflexion,qwen2.5-7b,False,0,3,calendar;vector_search,4,3,0.83,1066,159,1225,0.000245,4.0,0.6125,0.7885,0.4582,True,Success,resolved on first attempt,0.3824,3.0
run_0037007,agent_048,2026-02-15 08:32:17,data_analysis,Analyze the finance data and summarize the main trends,74,4,finance,Single-shot,gpt-4o,False,0,35,chart_gen;api_call;crm_lookup,5,3,1.06,381,85,466,0.001802,0.0,,0.329,0.4337,True,Success,completed within budget,0.4542,3.0
run_0037008,agent_006,2026-02-18 21:27:55,planning,Draft a step-by-step plan for this healthcare objective,53,5,healthcare,Reflexion,claude-sonnet,False,0,33,vector_search;email_send;calendar;web_search;rag_retrieve;api_call;calculator,8,5,2.53,1706,72,1778,0.006198,8.0,0.8631,0.7905,0.3783,True,Success,resolved on first attempt,0.8098,4.0
run_0037009,agent_047,2026-01-02 09:23:44,multi_step_workflow,Run the full education workflow across the connected tools,75,4,education,Single-shot,claude-sonnet,True,589,24,crm_lookup;rag_retrieve,5,3,1.51,1087,199,1286,0.006246,1.0,0.4256,,0.5285,True,Success,resolved on first attempt,0.5692,4.0
run_0037010,agent_038,2026-03-03 13:08:26,extraction,Extract the structured fields from these legal records,43,3,legal,Plan-and-Execute,claude-sonnet,False,0,10,sql_query;web_search;vector_search,2,5,0.9,841,182,1023,0.005253,3.0,0.3801,0.2845,0.5824,True,Success,goal satisfied,0.2492,4.0
